,Category,Rating,Reviews,Size,Installs,Price,Content Rating,Android Ver
6743,26,4.4,953790,0,"50,000,000+",0,0,0.0
6744,27,4.4,10093,5.5,"1,000,000+",0,0,4.0
6745,27,4.7,1500,41,"10,000+",1.99,0,5.0
6746,27,4.7,1873,14,"100,000+",0,0,0.0
6747,26,4.2,498,1,"100,000+",0,0,2.2
6748,26,4.2,1147,2.7,"100,000+",0,0,4.0
6749,26,4.0,19,3.2,"10,000+",0,0,4.2
6750,26,3.6,661,1,"100,000+",0,0,2.2
6751,26,4.7,76,2.2,"50,000+",0,0,4.0
6752,26,4.4,1264,8.2,"100,000+",0,0,4.3
6753,26,4.3,246,2.8,"100,000+",0,0,4.0
6754,27,4.4,7519,4.0,"500,000+",0,0,4.0
6755,26,4.4,8,1.8,500+,0,0,2.3
6756,26,4.4,29,1,"10,000+",0,0,4.0
6757,27,4.3,2910,2.3,"500,000+",0,0,4.0
6758,26,3.3,16,1.3,"10,000+",0,0,4.0
6759,26,3.6,373,1,"10,000+",0,0,4.1
6760,26,4.5,27180,4.1,"1,000,000+",0,0,4.1
6761,27,4.5,314,11,"10,000+",0,0,5.0
6762,23,4.6,847144,4.2,"10,000,000+",0,0,4.0
6763,26,4.3,10,8.2,"10,000+",0,0,4.1
6764,26,3.6,949,1,"100,000+",0,0,1.6
6765,28,4.3,176,2.3,"100,000+",0,0,2.3
6766,27,4.4,6271,5.7,"500,000+",0,0,4.0
6767,26,4.1,24226,0,"1,000,000+",0,0,0.0
6768,5,4.2,2359,2.7,"10,000+",2.99,0,1.6
6769,26,4.8,52,1.9,"5,000+",0,0,4.0
6770,27,4.2,12,19,100+,0.99,0,5.0
6771,19,4.0,119173,0,"10,000,000+",0,10,0.0
6772,19,3.7,985,49,"100,000+",0,0,4.4
6773,19,4.5,1985,28,"10,000+",3.99,10,5.1
6774,19,4.1,3863,41,"100,000+",2.99,0,4.1
6775,19,4.6,20463,25,"100,000+",3.99,10,4.1
6776,19,4.5,85,25,"10,000+",0,0,4.4
6777,19,4.7,21979,38,"1,000,000+",0,0,5.1
6778,19,4.3,920571,28,"10,000,000+",0,10,4.0
6779,19,4.3,2263,55,"100,000+",0,0,4.3
6780,19,4.6,5395,58,"500,000+",0,0,4.0
6781,19,4.1,30444,27,"1,000,000+",0,10,4.3
6782,19,4.2,256916,25,"10,000,000+",0,0,4.0
6783,18,4.3,37513,31,"5,000,000+",0,0,2.3
6784,18,4.2,40847,94,"1,000,000+",0,0,2.3
6785,19,4.3,96045,25,"5,000,000+",0,0,4.1
6786,19,3.6,21433,21,"1,000,000+",0,17,5.0
6787,19,4.2,82005,45,"10,000,000+",0,10,4.4
6788,19,4.2,120035,45,"5,000,000+",0,0,4.1
6789,18,4.0,6386,24,"500,000+",0,0,5.1
6790,19,4.6,43314,83,"1,000,000+",0,10,4.1
6791,18,4.3,24628,88,"1,000,000+",0,0,4.4
6792,18,4.4,39698,51,"5,000,000+",0,0,4.1
6793,18,4.5,121533,63,"10,000,000+",0,0,2.3
6794,19,4.3,10776,21,"1,000,000+",0,0,4.1
6795,19,3.7,17250,7.2,"1,000,000+",0,10,5.0
6796,19,4.2,13519,51,"1,000,000+",0,0,5.0
6797,19,4.7,39153,98,"1,000,000+",0,0,4.1
6798,19,4.6,51973,27,"1,000,000+",0,0,4.4
6799,19,4.5,48754,9.3,"100,000+",0.99,0,2.3
6800,19,4.1,7046,87,"500,000+",0,10,4.0
6801,19,4.5,773,55,"100,000+",0,0,5.1
6802,19,4.3,82499,0,"5,000,000+",0,0,4.4
6803,19,3.4,642,26,"10,000+",1.99,10,2.3
6804,19,4.2,117461,0,"5,000,000+",0,0,0.0
6805,18,3.9,108336,62,"1,000,000+",0,0,4.4
6806,19,4.4,412,22,"10,000+",2.99,10,4.0
6807,18,4.1,4107,40,"50,000+",4.99,0,4.1
6808,18,4.3,3904,5.5,"10,000+",2.99,10,4.0
6809,19,3.9,1213,18,"10,000+",2.99,0,2.3
6810,18,4.0,14563,74,"1,000,000+",0,10,4.1
6811,19,5.0,1,64,100+,0,0,4.1
6812,19,4.2,17786,16,"1,000,000+",0,0,4.0
6813,22,4.3,199,25,"10,000+",0,0,5.0
6814,12,4.5,175,12,"10,000+",0,0,5.0
6815,19,4.5,709,18,"5,000+",2.99,0,2.3
6816,17,3.9,987,4.5,"10,000+",0,0,4.0
6817,19,4.5,81001,85,"1,000,000+",0,0,4.1
6818,29,3.5,159,85,"10,000+",0,0,4.4
6819,17,3.6,581,26,"100,000+",0,0,4.4
6820,26,1.9,12,2.0,"1,000+",0,0,4.3
6821,17,4.3,87,3.9,"10,000+",0,0,4.1
6822,32,3.2,77,11,"5,000+",0,0,4.2
6823,22,1.6,8,18,"1,000+",0,0,4.1
6824,7,4.2,21,8.7,"5,000+",0,0,4.0
6825,17,4.9,206,3.9,"1,000+",0,0,4.2
6826,5,4.4,373,4.0,"10,000+",0,0,2.0
6827,19,3.6,32416,0,"1,000,000+",0,0,0.0
6828,33,3.4,168,53,"10,000+",0,0,5.0
6829,18,4.7,8038,52,"100,000+",0,13,4.1
6830,12,2.9,320,23,"10,000+",0,0,4.4
6831,5,4.3,327,13,"10,000+",0,0,4.1
6832,12,4.4,5,30,"1,000+",0,0,5.0
6833,21,4.3,420,18,"50,000+",0,0,4.0
6834,18,4.6,963,4.1,"50,000+",0,0,2.3
6835,28,4.6,38,13,"1,000+",0,0,6.0
6836,18,4.2,6947,20,"500,000+",0,0,2.3
6837,28,3.5,16,21,"1,000+",0,0,5.0
6838,12,2.9,252,18,"10,000+",0,0,4.1
6839,5,4.4,26572,41,"1,000,000+",0,0,4.1
6840,12,4.7,65,12,"5,000+",0,0,5.0
6841,12,4.5,159,14,"1,000+",0,0,4.0
6842,12,4.4,218,0,"10,000+",0,0,0.0
6843,29,2.0,23,0,100+,4.59,0,4.0
6844,17,4.7,12,6.0,500+,0,0,4.0
6845,18,4.4,248417,17,"5,000,000+",0,13,2.3
6846,12,4.4,137,1,"10,000+",0,0,1.6
6847,19,4.4,102215,42,"1,000,000+",0,13,4.0
6848,19,4.5,41,11,"1,000+",0,0,4.1
6849,18,3.5,23,37,"1,000+",0.99,0,4.1
6850,18,4.2,33,13,"1,000+",0,13,2.3
6851,25,3.7,19,6.5,"1,000+",0,0,4.1
6852,26,4.4,15911,16,"1,000,000+",0,0,4.1
6853,33,3.4,1147,19,"100,000+",0,0,4.0
6854,21,4.3,64,3.3,"50,000+",0,13,4.1
6855,12,3.6,180,35,"10,000+",0,0,4.2
6856,33,4.6,2681,6.3,"100,000+",0,0,4.0
6857,19,4.6,7,12,500+,0,10,4.1
6858,17,4.2,251,5.0,"10,000+",0,0,4.1
6859,19,4.3,9465,43,"500,000+",0,0,4.4
6860,19,3.8,128,2.9,"10,000+",0,13,4.0
6861,26,1.4,20,4.1,"1,000+",0,0,4.3
6862,20,4.4,38,8.5,"1,000+",0,0,3.0
6863,19,4.0,4607,19,"100,000+",0,0,4.0
6864,5,4.6,70,14,"1,000+",0,0,2.3
6865,20,3.9,22,1,"5,000+",0,0,3.0
6866,17,3.8,85,5.6,"5,000+",0,13,4.0
6867,26,4.7,92958,36,"1,000,000+",0,0,5.0
6868,26,4.2,242,3.2,"10,000+",0,0,4.2
6869,5,4.3,236,7.0,"50,000+",0,0,4.0
6870,19,4.1,187,2.9,"10,000+",0,0,4.1
6871,19,4.3,1018,35,"100,000+",0,0,4.0
6872,26,4.2,7935,21,"1,000,000+",0,0,3.0
6873,19,3.6,13,4.7,500+,0,0,4.0
6874,18,4.6,132282,20,"1,000,000+",0,0,4.1
6875,26,4.3,34,12,"1,000+",0,0,4.0
6876,19,5.0,4,7.8,100+,0,13,4.1
6877,5,5.0,4,24,100+,0,0,4.1
6878,18,5.0,5,12,100+,0,0,5.0
6879,5,4.5,56,0,"1,000+",0,0,4.0
6880,17,3.8,2548,4.9,"100,000+",0,0,4.1
6881,26,3.9,116,3.3,"10,000+",0,0,4.4
6882,7,4.8,34443,27,"1,000,000+",0,13,5.0
6883,19,4.1,7,22,500+,0,0,4.2
6884,26,4.0,1,1.2,100+,0,0,3.0
6885,19,4.8,124,2.5,500+,0,0,4.2
6886,26,4.8,36557,14,"1,000,000+",0,0,5.0
6887,19,4.4,8,6.8,500+,0,0,4.0
6888,19,4.1,78,1,"10,000+",0,0,4.1
6889,19,4.4,475020,69,"5,000,000+",0,10,4.1
6890,25,4.3,15,14,"10,000+",0,0,4.4
6891,32,3.7,7,3.4,"1,000+",0,10,4.0
6892,19,4.3,59152,50,"1,000,000+",0,10,4.0
6893,19,4.3,2871,18,"100,000+",0,0,2.3
6894,12,2.7,36,18,"1,000+",0,0,0.0
6895,19,4.4,19207,36,"100,000+",0,0,2.3
6896,4,4.5,8,5.1,500+,0,0,4.4
6897,18,4.2,4,61,10+,0,0,4.4
6898,32,3.7,24,10,"5,000+",0,0,4.1
6899,5,5.0,2,3.4,5+,0,0,4.1
6900,7,4.2,1044,3.5,"100,000+",0,0,4.4
6901,18,3.9,783,3.4,"100,000+",0,0,2.3
6902,7,4.5,192,15,"10,000+",0,0,3.0
6903,7,3.5,10,3.8,100+,1.49,0,2.1
6904,4,4.7,28237,10,"100,000+",0,0,4.0
6905,18,4.2,3247,26,"500,000+",0,13,2.3
6906,19,4.4,134,0,"10,000+",0,13,4.0
6907,19,4.7,55,3.3,"1,000+",0,0,4.4
6908,19,4.6,222,15,"10,000+",0,0,4.0
6909,18,4.0,119368,19,"10,000,000+",0,13,2.3
6910,19,2.5,706,0,"10,000+",0,0,0.0
6911,18,3.8,4552,43,"100,000+",0,0,2.3
6912,17,4.7,499,6.9,"50,000+",0,0,4.1
6913,19,4.5,108130,40,"5,000,000+",0,13,4.0
6914,18,4.6,293086,0,"5,000,000+",0,0,4.0
6915,18,4.6,8778,36,"100,000+",0,13,4.3
6916,24,5.0,17,1.5,50+,0,0,4.0
6917,19,3.9,29,37,"1,000+",0,10,5.0
6918,28,5.0,8,22,100+,0,0,4.4
6919,26,2.3,395,2.6,"100,000+",0,0,4.1
6920,33,3.6,695,2.9,"100,000+",0,0,4.0
6921,19,4.0,42,12,"1,000+",0,0,4.0
6922,7,3.7,218,3.7,"10,000+",0,0,2.3
6923,26,4.2,7063,17,"1,000,000+",0,0,4.1
6924,26,4.1,37975,23,"5,000,000+",0,0,4.1
6925,26,4.4,117850,17,"10,000,000+",0,0,4.1
6926,19,4.6,167974,5.0,"500,000+",0,0,4.0
6927,26,4.2,2630,18,"100,000+",0,0,4.1
6928,19,4.4,4756,33,"100,000+",0,0,4.1
6929,19,4.3,13,26,500+,0,0,4.0
6930,19,4.0,3788,32,"100,000+",0,0,4.1
6931,27,4.5,323,38,"10,000+",0,0,2.3
6932,19,3.9,14754,21,"1,000,000+",0,10,4.1
6933,28,3.7,7389,41,"500,000+",0,0,4.0
6934,26,4.6,82,1.7,500+,0.99,0,3.0
6935,19,3.8,16,9.9,100+,0,0,4.1
6936,19,4.7,92010,5.9,"1,000,000+",0,0,4.2
6937,26,3.4,202,12,"10,000+",0,0,4.0
6938,4,4.5,68226,16,"1,000,000+",0,0,4.2
6939,26,4.1,3446,19,"500,000+",0,0,4.1
6940,26,4.3,297,2.8,"50,000+",0,0,4.0
6941,19,4.6,3106,3.6,"10,000+",0,0,4.0
6942,19,4.3,6078,37,"500,000+",0,0,4.1
6943,19,4.3,219,4.3,"5,000+",0,0,2.3
6944,26,4.0,182,1.7,"10,000+",0,0,3.0
6945,19,3.5,34,30,"1,000+",0,0,4.0
6946,19,2.3,10,5.2,"1,000+",0,0,4.1
6947,26,3.9,114,18,"5,000+",0,0,4.0
6948,24,4.1,7,3.4,100+,3.49,0,3.0
6949,27,4.5,561,41,"10,000+",0,0,2.3
6950,19,4.6,2167,13,"100,000+",0,0,4.4
6951,19,4.4,2420,6.7,"50,000+",0,13,4.1
6952,19,3.1,52,9.8,"5,000+",0,0,4.0
6953,26,4.3,77717,14,"5,000,000+",0,0,4.1
6954,33,3.3,3,26,100+,9.99,0,4.4
6955,19,5.0,7,22,100+,0,0,4.1
6956,2,4.2,12,88,500+,0,0,4.1
6957,26,3.8,434,18,"50,000+",0,0,4.0
6958,26,3.3,47,18,"5,000+",0,0,4.0
6959,26,5.0,6,4.5,50+,0,0,4.1
6960,5,1.0,1,7.8,100+,0,0,2.3
6961,28,4.5,40328,23,"1,000,000+",0,0,2.3
6962,28,4.6,1502622,0,"100,000,000+",0,0,0.0
6963,18,4.3,22773,0,"1,000,000+",0,17,4.1
6964,28,4.4,26358,1,"500,000+",1.99,0,2.0
6965,18,4.1,52163,70,"1,000,000+",0,17,2.3
6966,18,4.5,299046,47,"10,000,000+",0,17,4.1
6967,18,4.2,41089,42,"5,000,000+",0,13,4.1
6968,7,3.7,25,3.7,"1,000+",0,0,3.0
6969,18,4.1,1019,39,"100,000+",0,13,4.1
6970,19,3.9,337,22,"10,000+",0,0,5.0
6971,18,4.5,2526,22,"100,000+",0,0,4.1
6972,18,3.6,2328,12,"100,000+",0,0,2.3
6973,18,3.2,655,14,"50,000+",0,13,4.0
6974,5,3.5,125,4.3,"10,000+",0,0,3.0
6975,19,3.7,433,0,"50,000+",0,13,2.2
6976,27,4.6,26,8.5,100+,2.49,0,4.0
6977,19,4.8,33,6.7,"5,000+",0,0,4.1
6978,18,4.1,4946,7.5,"100,000+",0,13,4.0
6979,19,4.4,16459,88,"500,000+",0,0,2.3
6980,19,4.3,99,1.1,"10,000+",0,0,2.2
6981,5,4.0,13,5.7,"1,000+",0,0,4.4
6982,18,3.1,1015,1,"100,000+",0,0,2.3
6983,18,4.2,211,44,"10,000+",0,13,2.3
6984,17,4.1,75,11,"10,000+",0,0,4.1
6985,18,3.5,14823,40,"1,000,000+",0,13,2.3
6986,18,4.3,8668,9.1,"500,000+",0,13,1.5
6987,7,3.8,52,2.1,"1,000+",0,0,3.0
6988,18,4.3,112565,32,"1,000,000+",0,13,4.4
6989,19,4.8,16,7.8,100+,0,0,4.1
6990,18,2.3,278,2.4,"10,000+",0,13,2.3
6991,7,4.3,125,53,"5,000+",0,0,4.1
6992,26,4.4,208,6.0,"10,000+",0,0,4.1
6993,19,3.6,783,25,"50,000+",0,13,4.0
6994,19,5.0,43,3.3,"1,000+",0,0,4.2
6995,18,4.3,211,3.6,"50,000+",0,0,4.0
6996,19,4.2,162,6.2,"10,000+",0,0,4.1
6997,19,4.3,14604,68,"500,000+",0,13,4.2
6998,19,4.7,160,19,"5,000+",0,0,4.4
6999,19,3.9,3253,3.6,"100,000+",0,0,2.2
7000,19,4.4,431,17,"10,000+",0,0,4.0
7001,18,4.4,460,31,"50,000+",0,0,4.0
7002,18,4.3,247,18,"10,000+",0,0,4.0
7003,28,2.6,85,6.0,"5,000+",0,0,4.0
7004,19,4.3,445,29,"50,000+",0,0,4.0
7005,20,3.8,568,42,"50,000+",0,0,4.0
7006,20,4.2,345,14,"50,000+",0,0,4.0
7007,20,4.2,6,29,"1,000+",0,0,2.3
7008,4,4.1,10,5.7,"5,000+",0,0,4.1
7009,20,4.0,36,36,"10,000+",0,0,4.0
7010,20,4.4,7,8.9,"1,000+",0,0,4.0
7011,19,4.7,6,5.1,"1,000+",0,0,4.0
7012,32,2.6,13,4.3,"1,000+",0,0,4.4
7013,19,4.3,7,62,"1,000+",0,0,4.4
7014,19,5.0,3,29,500+,0,0,4.0
7015,19,3.7,6,7.8,"1,000+",0,0,4.0
7016,20,4.3,62,20,"5,000+",0,0,2.3
7017,26,4.1,41,1,"10,000+",0,0,3.0
7018,20,4.3,22,18,"10,000+",0,0,4.0
7019,20,3.8,534,14,"100,000+",0,0,2.2
7020,20,4.5,18,9.3,"5,000+",0,0,4.0
7021,20,5.0,5,17,"1,000+",0,0,4.0
7022,20,3.9,40,4.0,"5,000+",0,0,2.3
7023,19,3.8,271,8.3,"50,000+",0,13,4.0
7024,19,4.6,186,9.6,"10,000+",0,0,4.1
7025,14,4.6,28,20,"1,000+",0,17,4.0
7026,28,4.7,315,14,"10,000+",0,0,4.0
7027,20,5.0,6,17,"1,000+",0,0,4.0
7028,20,4.5,18,13,"10,000+",0,0,4.0
7029,20,4.3,10,46,100+,0,0,4.1
7030,26,3.5,3988,11,"1,000,000+",0,0,4.4
7031,18,3.3,19,1.6,100+,4.49,0,2.3
7032,18,4.8,8191,0,"100,000+",0,0,4.1
7033,19,3.9,84,11,"10,000+",0,0,3.0
7034,19,4.5,86,8.6,"5,000+",0,13,4.1
7035,20,3.4,35,24,"1,000+",15.46,0,2.2
7036,22,5.0,4,1.6,"1,000+",0,0,4.0
7037,12,5.0,1,8.4,50+,0,0,4.2
7038,20,4.8,12,44,100+,6.99,0,4.0
7039,20,3.6,35,88,"10,000+",0,0,4.0
7040,12,4.3,693,32,"100,000+",0,13,4.2
7041,12,4.0,347,25,"10,000+",0,0,4.1
7042,12,4.5,853,27,"10,000+",0,0,4.1
7043,28,4.6,48,7.3,"1,000+",0,0,4.1
7044,12,4.7,6208,14,"100,000+",0,0,5.0
7045,12,3.8,480,15,"50,000+",0,0,4.0
7046,12,3.4,295,0,"10,000+",0,0,4.4
7047,12,4.7,2374,16,"10,000+",0,0,5.0
7048,12,4.0,253,25,"10,000+",0,0,4.0
7049,12,4.6,1231,14,"10,000+",0,0,5.0
7050,12,2.0,207,2.9,"10,000+",0,0,4.4
7051,12,4.3,231,18,"10,000+",0,0,4.0
7052,12,2.0,314,35,"10,000+",0,0,4.2
7053,12,3.6,117,25,"10,000+",0,0,4.2
7054,12,4.7,3661,14,"50,000+",0,0,5.0
7055,12,3.5,805,6.5,"50,000+",0,0,5.0
7056,12,4.0,732,5.5,"50,000+",0,0,4.0
7057,12,3.5,256,28,"10,000+",0,0,4.0
7058,12,4.3,323,17,"10,000+",0,0,4.0
7059,12,4.1,196,7.3,"10,000+",0,0,4.4
7060,12,4.6,1992,24,"50,000+",0,0,5.0
7061,12,3.8,922,2.1,"100,000+",0,0,2.3
7062,12,4.3,4290,24,"50,000+",0,0,5.0
7063,12,3.8,109,2.8,"10,000+",0,0,2.3
7064,12,1.0,2,7.2,"1,000+",0,0,4.0
7065,12,3.8,472,8.6,"50,000+",0,0,4.0
7066,12,3.3,343,2.3,"10,000+",0,0,2.2
7067,12,4.8,495,12,"5,000+",0,0,5.0
7068,12,3.0,4,0,100+,0,0,0.0
7069,19,4.0,28136,0,"5,000,000+",0,0,0.0
7070,25,3.6,892,70,"50,000+",2.49,0,4.0
7071,7,3.8,12667,34,"1,000,000+",0,0,4.3
7072,26,4.3,40907,2.6,"5,000,000+",0,0,2.2
7073,19,3.9,475944,35,"10,000,000+",0,0,4.1
7074,18,4.2,115176,24,"10,000,000+",0,13,4.0
7075,18,4.6,10981850,88,"100,000,000+",0,10,3.0
7076,18,4.0,121082,7.0,"10,000,000+",0,13,2.1
7077,5,4.5,4571,3.9,"500,000+",0,0,4.1
7078,5,4.6,15830,0,"1,000,000+",0,0,0.0
7079,5,4.6,213,3.8,"10,000+",0,0,5.0
7080,19,4.5,625,26,"100,000+",0,0,4.0
7081,5,3.7,3757,5.0,"1,000,000+",0,0,2.3
7082,5,4.4,9555,4.7,"1,000,000+",0,0,4.1
7083,5,4.6,770,5.6,"100,000+",0,0,4.4
7084,4,3.9,88,5.3,"10,000+",0,0,4.0
7085,5,4.4,2147,2.2,"500,000+",0,0,4.4
7086,28,4.5,48,26,"5,000+",0,0,5.0
7087,5,4.5,3972,5.6,"100,000+",0,13,4.0
7088,19,4.3,374,26,"100,000+",0,0,4.0
7089,5,3.7,113,8.6,"10,000+",0,0,4.1
7090,26,3.9,37,21,"10,000+",0,0,4.4
7091,19,3.9,139,4.8,"50,000+",0,0,4.0
7092,28,4.3,2303,15,"100,000+",0,0,4.0
7093,5,4.1,489,20,"100,000+",0,0,4.0
7094,5,4.1,423,20,"100,000+",0,0,4.0
7095,19,4.4,14,5.5,"1,000+",0,0,4.0
7096,5,4.4,20921,5.7,"1,000,000+",0,0,4.1
7097,5,4.2,831,11,"50,000+",0,0,4.0
7098,28,4.5,27820,4.7,"1,000,000+",0,0,2.3
7099,4,4.6,244,4.1,"100,000+",0,0,4.0
7100,5,4.4,244,6.9,"1,000+",4.99,0,2.3
7101,5,4.4,25,12,"5,000+",0,0,4.4
7102,5,4.4,11310,0,"1,000,000+",0,0,0.0
7103,5,3.8,203,5.9,"10,000+",0,0,2.3
7104,28,2.6,80,2.2,"10,000+",0,0,4.1
7105,5,4.2,715,7.1,"100,000+",0,0,4.0
7106,5,4.4,25,7.9,"5,000+",0,0,4.0
7107,26,4.2,75,25,"10,000+",0,0,4.0
7108,19,4.0,13,26,"5,000+",0,0,4.0
7109,19,4.2,593,4.9,"100,000+",0,0,3.0
7110,26,4.0,114,25,"10,000+",0,0,4.0
7111,19,4.4,31,8.3,"10,000+",0,0,4.2
7112,5,4.5,416,6.0,"10,000+",0,0,4.0
7113,27,3.2,114,3.0,"10,000+",0,0,4.0
7114,5,4.3,740,19,"50,000+",0,0,4.0
7115,5,3.4,22,4.1,"1,000+",0,0,4.0
7116,7,2.3,42,6.0,"1,000+",0.99,0,4.1
7117,5,4.4,6997,4.6,"100,000+",0,0,4.1
7118,5,4.3,34,26,"10,000+",0,0,4.0
7119,26,4.3,996,10,"50,000+",0,0,4.0
7120,5,3.6,125,5.0,"10,000+",0,0,2.3
7121,5,4.6,2555,16,"100,000+",0,0,4.4
7122,26,4.2,54,22,"5,000+",0,0,4.0
7123,5,4.0,12,8.1,"5,000+",0,0,4.0
7124,19,4.4,288209,21,"5,000,000+",0,13,4.4
7125,19,4.5,16391,13,"500,000+",0,13,4.4
7126,19,3.2,24,4.8,"5,000+",0,0,3.2
7127,32,1.7,367,6.1,"50,000+",0,0,4.0
7128,19,2.2,54,4.3,"10,000+",0,0,3.2
7129,6,3.8,5084,6.2,"100,000+",0,0,4.3
7130,7,4.8,6,3.5,100+,1.49,0,1.6
7131,18,4.4,165656,38,"5,000,000+",0,13,2.3
7132,19,4.5,3935,9.5,"100,000+",0,17,4.4
7133,7,4.8,10,1,100+,1.49,0,1.6
7134,7,4.6,649,1,"50,000+",0,0,2.1
7135,7,3.7,166,2.0,"5,000+",4.99,0,2.3
7136,7,4.4,14,17,100+,0,0,4.0
7137,23,3.5,12204,6.8,"1,000,000+",0,0,2.3
7138,19,3.8,5,1.1,500+,0,0,4.0
7139,7,3.8,9,1,100+,0.99,0,2.3
7140,7,4.3,12,3.7,100+,1.49,0,2.1
7141,7,4.6,265,2.6,"10,000+",2.99,0,2.3
7142,17,4.5,2,7.8,100+,0,13,4.1
7143,19,3.7,29229,0,"1,000,000+",0,13,0.0
7144,7,4.8,341,9.6,"5,000+",0.99,0,2.0
7145,28,4.3,253,0,"5,000+",3.99,0,0.0
7146,19,5.0,12,2.4,100+,1.99,0,3.0
7147,19,3.9,31552,0,"1,000,000+",0,13,4.4
7148,26,3.0,1,55,100+,0,0,4.1
7149,19,5.0,1,3.7,10+,1.49,0,2.1
7150,19,4.4,12639,96,"500,000+",0,13,4.1
7151,7,4.6,94,1.1,"1,000+",2.49,0,2.2
7152,7,3.9,1436,1,"100,000+",0,0,1.6
7153,4,3.3,15,12,"1,000+",0,0,4.0
7154,28,4.1,4513,0,"100,000+",0,0,0.0
7155,5,3.0,4,1,"1,000+",0,0,2.1
7156,19,4.2,6784,13,"500,000+",0,0,4.4
7157,19,4.2,268,4.2,"50,000+",0,0,3.0
7158,32,4.2,1137,11,"50,000+",0,0,4.3
7159,19,4.0,319777,0,"10,000,000+",0,13,5.0
7160,7,4.0,27,1,"5,000+",0,0,2.2
7161,19,3.2,3069,18,"500,000+",0,13,4.4
7162,26,4.6,79,3.0,"1,000+",0,0,4.0
7163,19,3.2,20843,14,"1,000,000+",0,13,4.4
7164,19,4.1,137674,72,"5,000,000+",0,13,2.3
7165,19,3.3,50428,0,"5,000,000+",0,13,5.0
7166,5,4.4,48,54,"5,000+",0,0,4.4
7167,19,4.0,1419,12,"100,000+",0,0,4.0
7168,19,4.2,18,37,"1,000+",0,0,4.3
7169,19,4.1,62,6.5,"10,000+",0,0,2.2
7170,19,4.3,49,6.6,"10,000+",0,0,4.3
7171,25,3.3,4069,50,"1,000,000+",0,0,4.3
7172,26,4.7,175,4.3,"10,000+",0,0,5.0
7173,19,4.4,63,7.6,"10,000+",0,0,2.2
7174,19,3.1,47,5.5,"10,000+",0,0,2.2
7175,19,3.1,19,94,"1,000+",0,0,2.3
7176,31,3.3,439,35,"50,000+",0,0,4.0
7177,5,3.9,10,55,500+,0,0,4.0
7178,19,3.4,12,11,"1,000+",0,0,4.0
7179,19,3.9,13,12,"1,000+",0,0,3.0
7180,5,4.4,21,21,"1,000+",0,0,5.0
7181,19,3.9,11,27,500+,4.99,0,4.1
7182,24,3.7,818,5.3,"100,000+",0,0,4.0
7183,19,4.5,4,30,500+,0,0,4.1
7184,27,4.7,42,10,"5,000+",0,0,4.0
7185,17,4.6,147,9.8,"10,000+",0,0,4.0
7186,17,5.0,103,3.8,"5,000+",0,0,4.1
7187,19,3.0,2,33,100+,0,0,4.0
7188,7,3.9,517,35,"10,000+",0,0,4.4
7189,27,5.0,3,3.4,50+,0,0,4.0
7190,26,3.9,12,2.5,500+,0,0,2.2
7191,19,3.8,19,12,"1,000+",0,0,2.2
7192,26,3.6,6060,1,"500,000+",0,0,2.1
7193,24,3.9,654,50,"10,000+",4.99,0,4.1
7194,19,3.8,316,19,"100,000+",0,0,2.2
7195,19,4.8,171,1.0,"1,000+",10.00,0,2.2
7196,23,4.4,2418165,0,"100,000,000+",0,0,0.0
7197,28,4.5,75140,0,"1,000,000+",0,0,0.0
7198,18,4.0,387,1.1,"50,000+",0,0,1.6
7199,18,4.7,16851,81,"100,000+",1.99,10,4.4
7200,19,4.8,17,15,100+,0,0,4.2
7201,12,4.7,439,13,"5,000+",0,0,5.0
7202,18,4.7,541732,20,"5,000,000+",0,0,2.3
7203,32,4.5,27,7.1,500+,0,0,4.1
7204,17,4.0,47,4.5,"1,000+",0,0,3.2
7205,12,3.2,191,10,"10,000+",0,0,4.0
7206,12,4.7,39,20,"1,000+",0,0,4.3
7207,7,4.5,4,8.1,100+,0,0,2.3
7208,19,4.5,93,1.6,"50,000+",0,0,1.6
7209,20,4.9,57,6.1,"1,000+",0,0,3.0
7210,22,4.2,182,4.9,"5,000+",0,0,2.2
7211,32,5.0,3,0,100+,0,0,4.0
7212,20,5.0,2,20,100+,0,10,4.1
7213,17,5.0,2,9.3,100+,0,0,4.1
7214,18,4.2,47340,61,"1,000,000+",0,13,4.1
7215,22,4.7,3,5.8,500+,0,0,4.0
7216,28,4.5,81502,0,"1,000,000+",0,0,0.0
7217,28,4.5,208543,0,"10,000,000+",0,0,0.0
7218,19,4.5,10159,6.4,"1,000,000+",0,0,4.1
7219,12,3.8,57,4.0,"5,000+",0,0,2.3
7220,19,4.5,85015,46,"1,000,000+",0,10,4.0
7221,19,4.3,2250,30,"100,000+",0,0,4.1
7222,18,3.9,6200,0,"500,000+",0,10,0.0
7223,33,3.9,112,1.4,"10,000+",0,0,2.2
7224,21,4.2,226,15,"10,000+",0,10,2.2
7225,22,4.5,214,1.8,"10,000+",0,0,4.0
7226,19,4.1,11179,19,"1,000,000+",0,13,2.3
7227,23,4.4,221878,0,"10,000,000+",0,0,4.1
7228,12,4.1,1514,12,"100,000+",0,0,4.1
7229,25,4.6,470,21,"10,000+",0,0,2.3
7230,13,3.3,60,25,"10,000+",0,0,4.3
7231,17,4.5,11,3.4,"1,000+",0,0,4.0
7232,26,2.2,876,8.7,"1,000,000+",0,0,4.2
7233,15,4.4,137,19,"10,000+",0,0,4.1
7234,22,3.9,117,9.8,"10,000+",0,0,4.0
7235,22,4.5,32014,18,"500,000+",0,0,0.0
